system,wB97M(w=25)/def2-QZVP/Q-Chem
NCIBLIND10/04-5,-1200.1379976
NCIBLIND10/04-6,-1200.13675512
NCIBLIND10/04-7,-1200.1360341
NCIBLIND10/04-8,-1200.13563107
NCIBLIND10/05-A,-598.89893135
NCIBLIND10/05-B,-598.89897866
NCIBLIND10/05-1,-1197.80610683
NCIBLIND10/05-2,-1197.81068251
NCIBLIND10/05-3,-1197.80891545
NCIBLIND10/05-4,-1197.80461279
NCIBLIND10/05-5,-1197.80226264
NCIBLIND10/05-6,-1197.80094678
NCIBLIND10/06-A,-226.45131662
NCIBLIND10/06-B,-226.45221947
NCIBLIND10/06-1,-452.90689993
NCIBLIND10/06-2,-452.91511114
NCIBLIND10/06-3,-452.91094597
NCIBLIND10/06-4,-452.90713785
NCIBLIND10/06-5,-452.90551472
NCIBLIND10/06-6,-452.90474569
NCIBLIND10/06-7,-452.9043401
NCIBLIND10/07-A,-229.28165233
NCIBLIND10/07-B,-229.28196098
NCIBLIND10/07-1,-458.56207715
NCIBLIND10/07-2,-458.56434761
NCIBLIND10/07-3,-458.56519163
NCIBLIND10/07-4,-458.56427167
NCIBLIND10/07-5,-458.56386545
NCIBLIND10/07-6,-458.56371461
NCIBLIND10/08-A,-437.19673237
NCIBLIND10/08-B,-437.19673237
NCIBLIND10/08-1,-874.3590657
NCIBLIND10/08-2,-874.38110066
NCIBLIND10/08-3,-874.39533605
NCIBLIND10/08-4,-874.39504749
NCIBLIND10/08-5,-874.39443632
NCIBLIND10/08-6,-874.39414187
NCIBLIND10/08-7,-874.39394879
NCIBLIND10/09-A,-245.24827401
NCIBLIND10/09-B,-245.24821226
NCIBLIND10/09-1,-490.48650216
NCIBLIND10/09-2,-490.49715068
NCIBLIND10/09-3,-490.50051065
NCIBLIND10/09-4,-490.4986918
NCIBLIND10/09-5,-490.49770171
NCIBLIND10/09-6,-490.49723422
NCIBLIND10/09-7,-490.49698824
NCIBLIND10/10-A,-76.49693623
NCIBLIND10/10-B,-76.49699413
NCIBLIND10/10-1,-152.97545971
NCIBLIND10/10-2,-152.99536797
NCIBLIND10/10-3,-152.99980895
NCIBLIND10/10-4,-152.99978885
NCIBLIND10/10-5,-152.99876643
NCIBLIND10/10-6,-152.99712179
NCIBLIND10/10-7,-152.99602976
NCIBLIND10/10-8,-152.99533062
NCIBLIND10/10-9,-152.99490108
NCIBLIND10/10-10,-152.99462241
NCIBLIND10/10-11,-152.99444446
NCIBLIND10/10-12,-152.99432841
NCIBLIND10/10-13,-152.99424844
NCIBLIND10/10-14,-152.99418942
NCIBLIND10/10-15,-152.9941451
NCIBLIND10/10-16,-152.99411097
