system,wB97M(w=75)/def2-QZVP/Q-Chem
NCIBLIND10/04-5,-1199.91857075
NCIBLIND10/04-6,-1199.91732417
NCIBLIND10/04-7,-1199.91661337
NCIBLIND10/04-8,-1199.91621546
NCIBLIND10/05-A,-598.79506211
NCIBLIND10/05-B,-598.79513724
NCIBLIND10/05-1,-1197.60114795
NCIBLIND10/05-2,-1197.60501597
NCIBLIND10/05-3,-1197.60143921
NCIBLIND10/05-4,-1197.59688737
NCIBLIND10/05-5,-1197.59454563
NCIBLIND10/05-6,-1197.5932339
NCIBLIND10/06-A,-226.39980003
NCIBLIND10/06-B,-226.4006939
NCIBLIND10/06-1,-452.8057202
NCIBLIND10/06-2,-452.81335604
NCIBLIND10/06-3,-452.80813421
NCIBLIND10/06-4,-452.80411211
NCIBLIND10/06-5,-452.80248001
NCIBLIND10/06-6,-452.80170982
NCIBLIND10/06-7,-452.80130165
NCIBLIND10/07-A,-229.23300534
NCIBLIND10/07-B,-229.23330187
NCIBLIND10/07-1,-458.46645534
NCIBLIND10/07-2,-458.46825146
NCIBLIND10/07-3,-458.46799896
NCIBLIND10/07-4,-458.4669594
NCIBLIND10/07-5,-458.46655865
NCIBLIND10/07-6,-458.46640995
NCIBLIND10/08-A,-437.10570099
NCIBLIND10/08-B,-437.10570099
NCIBLIND10/08-1,-874.18479916
NCIBLIND10/08-2,-874.20407544
NCIBLIND10/08-3,-874.2139497
NCIBLIND10/08-4,-874.21297639
NCIBLIND10/08-5,-874.21235313
NCIBLIND10/08-6,-874.21207169
NCIBLIND10/08-7,-874.21189579
NCIBLIND10/09-A,-245.2002346
NCIBLIND10/09-B,-245.20017064
NCIBLIND10/09-1,-490.39427542
NCIBLIND10/09-2,-490.40338648
NCIBLIND10/09-3,-490.40465083
NCIBLIND10/09-4,-490.40260238
NCIBLIND10/09-5,-490.40161823
NCIBLIND10/09-6,-490.40115435
NCIBLIND10/09-7,-490.40090812
NCIBLIND10/10-A,-76.48044124
NCIBLIND10/10-B,-76.48047893
NCIBLIND10/10-1,-152.94462238
NCIBLIND10/10-2,-152.96388462
NCIBLIND10/10-3,-152.96779314
NCIBLIND10/10-4,-152.96737227
NCIBLIND10/10-5,-152.96607595
NCIBLIND10/10-6,-152.96419573
NCIBLIND10/10-7,-152.96304803
NCIBLIND10/10-8,-152.96233618
NCIBLIND10/10-9,-152.96190601
NCIBLIND10/10-10,-152.96163045
NCIBLIND10/10-11,-152.96145291
NCIBLIND10/10-12,-152.96133603
NCIBLIND10/10-13,-152.96125553
NCIBLIND10/10-14,-152.96119627
NCIBLIND10/10-15,-152.96115175
NCIBLIND10/10-16,-152.96111748
