system,wB97M(w=350)/def2-QZVP/Q-Chem
NCIBLIND10/04-5,-1199.84120775
NCIBLIND10/04-6,-1199.84002907
NCIBLIND10/04-7,-1199.83932587
NCIBLIND10/04-8,-1199.83891641
NCIBLIND10/05-A,-598.74745175
NCIBLIND10/05-B,-598.74748398
NCIBLIND10/05-1,-1197.50756256
NCIBLIND10/05-2,-1197.51092584
NCIBLIND10/05-3,-1197.50612776
NCIBLIND10/05-4,-1197.50167525
NCIBLIND10/05-5,-1197.49937286
NCIBLIND10/05-6,-1197.4980504
NCIBLIND10/06-A,-226.37872006
NCIBLIND10/06-B,-226.3798617
NCIBLIND10/06-1,-452.76433903
NCIBLIND10/06-2,-452.77196957
NCIBLIND10/06-3,-452.76633879
NCIBLIND10/06-4,-452.76230284
NCIBLIND10/06-5,-452.76066219
NCIBLIND10/06-6,-452.75986775
NCIBLIND10/06-7,-452.75944064
NCIBLIND10/07-A,-229.22777052
NCIBLIND10/07-B,-229.22816408
NCIBLIND10/07-1,-458.45746415
NCIBLIND10/07-2,-458.45877237
NCIBLIND10/07-3,-458.45764533
NCIBLIND10/07-4,-458.45662345
NCIBLIND10/07-5,-458.45622189
NCIBLIND10/07-6,-458.45606181
NCIBLIND10/08-A,-437.04914212
NCIBLIND10/08-B,-437.04914213
NCIBLIND10/08-1,-874.07950588
NCIBLIND10/08-2,-874.09557674
NCIBLIND10/08-3,-874.10076597
NCIBLIND10/08-4,-874.09973125
NCIBLIND10/08-5,-874.09922892
NCIBLIND10/08-6,-874.09896523
NCIBLIND10/08-7,-874.09889292
NCIBLIND10/09-A,-245.18410566
NCIBLIND10/09-B,-245.18402853
NCIBLIND10/09-1,-490.36654256
NCIBLIND10/09-2,-490.37363949
NCIBLIND10/09-3,-490.37252158
NCIBLIND10/09-4,-490.37045728
NCIBLIND10/09-5,-490.36946158
NCIBLIND10/09-6,-490.36896423
NCIBLIND10/09-7,-490.36869296
NCIBLIND10/10-A,-76.48719231
NCIBLIND10/10-B,-76.48728586
NCIBLIND10/10-1,-152.95942184
NCIBLIND10/10-2,-152.97829837
NCIBLIND10/10-3,-152.98182278
NCIBLIND10/10-4,-152.98111753
NCIBLIND10/10-5,-152.97966132
NCIBLIND10/10-6,-152.97772367
NCIBLIND10/10-7,-152.97657669
NCIBLIND10/10-8,-152.97589013
NCIBLIND10/10-9,-152.97546592
NCIBLIND10/10-10,-152.97518992
NCIBLIND10/10-11,-152.9750077
NCIBLIND10/10-12,-152.97488523
NCIBLIND10/10-13,-152.97479988
NCIBLIND10/10-14,-152.97473659
NCIBLIND10/10-15,-152.97468888
NCIBLIND10/10-16,-152.97465211
